worker_id,state,labour_category,contracted_wage,age,gender,migration_status,years_of_experience,feedback_score,job_type,timestamp
1,MEGHALAYA,Mason,4762,51,Male,Permanent Migrant,3,2.83,Secondary,18-06-2025
1,MEGHALAYA,Mason,3159,51,Male,Permanent Migrant,15,4.1,Secondary,19-06-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,1959,51,Male,Permanent Migrant,10,3.12,Secondary,20-06-2025
1,MEGHALAYA,Mason,2981,51,Male,Permanent Migrant,15,4.1,Secondary,21-06-2025
1,MEGHALAYA,Plumber,4180,51,Male,Permanent Migrant,15,4.29,Secondary,22-06-2025
1,MEGHALAYA,Weavers,2888,51,Male,Permanent Migrant,6,3.63,Secondary,23-06-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,24-06-2025
1,MEGHALAYA,Handicraft workers,2269,51,Male,Permanent Migrant,15,2.86,Secondary,25-06-2025
1,MEGHALAYA,Mason,4717,51,Male,Permanent Migrant,6,2.64,Secondary,26-06-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,27-06-2025
1,MEGHALAYA,Handicraft workers,4194,51,Male,Permanent Migrant,9,3.63,Secondary,28-06-2025
1,MEGHALAYA,Construction Site Supervisor,1581,51,Male,Permanent Migrant,15,4.02,Secondary,29-06-2025
1,MEGHALAYA,Sweeping/cleaning workers,2851,51,Male,Permanent Migrant,15,2.96,Secondary,30-06-2025
1,MEGHALAYA,"Plant protection workers (applying pesticides, treating seeds, etc.)",1918,51,Male,Permanent Migrant,2,2.95,Secondary,01-07-2025
1,MEGHALAYA,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",1167,51,Male,Permanent Migrant,12,4.09,Secondary,02-07-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,4223,51,Male,Permanent Migrant,15,4.91,Secondary,03-07-2025
1,MEGHALAYA,Fishermen-coastal/deep-sea,1805,51,Male,Permanent Migrant,2,3.64,Secondary,04-07-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,3477,51,Male,Permanent Migrant,15,4.78,Secondary,05-07-2025
1,MEGHALAYA,Mason,2389,51,Male,Permanent Migrant,6,2.64,Secondary,06-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,07-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,08-07-2025
1,MEGHALAYA,Blacksmith,2764,51,Male,Permanent Migrant,2,3.77,Secondary,09-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,10-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,11-07-2025
1,MEGHALAYA,Mason,4039,51,Male,Permanent Migrant,6,2.64,Secondary,12-07-2025
1,MEGHALAYA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1732,51,Male,Permanent Migrant,4,3.07,Major,13-07-2025
1,MEGHALAYA,Mason,3622,51,Male,Permanent Migrant,3,2.83,Secondary,14-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,15-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,16-07-2025
1,MEGHALAYA,Electrician,4967,51,Male,Permanent Migrant,4,3.28,Secondary,17-07-2025
1,MEGHALAYA,Loggers and wood cutters,1840,51,Male,Permanent Migrant,12,3.99,Secondary,18-07-2025
1,MEGHALAYA,Sweeping/cleaning workers,4554,51,Male,Permanent Migrant,15,2.96,Secondary,19-07-2025
1,MEGHALAYA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3205,51,Male,Permanent Migrant,6,2.93,Major,20-07-2025
1,MEGHALAYA,Construction Site Supervisor,3065,51,Male,Permanent Migrant,15,4.07,Secondary,21-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,22-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,23-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,24-07-2025
1,MEGHALAYA,Weavers,4183,51,Male,Permanent Migrant,15,2.57,Secondary,25-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,26-07-2025
1,MEGHALAYA,Mason,1095,51,Male,Permanent Migrant,9,3.6,Secondary,27-07-2025
1,MEGHALAYA,Fishermen-coastal/deep-sea,2438,51,Male,Permanent Migrant,4,2.57,Secondary,28-07-2025
1,MEGHALAYA,Mason,2414,51,Male,Permanent Migrant,15,4.29,Secondary,29-07-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,30-07-2025
1,MEGHALAYA,Handicraft workers,2634,51,Male,Permanent Migrant,8,2.86,Secondary,31-07-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,4418,51,Male,Permanent Migrant,15,4.91,Secondary,01-08-2025
1,MEGHALAYA,Fishermen-coastal/deep-sea,3101,51,Male,Permanent Migrant,4,2.57,Secondary,02-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,03-08-2025
1,MEGHALAYA,"Packaging labourers, agriculture",3216,51,Male,Permanent Migrant,8,3.73,Secondary,04-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,05-08-2025
1,MEGHALAYA,Loggers and wood cutters,2544,51,Male,Permanent Migrant,13,3,Secondary,06-08-2025
1,MEGHALAYA,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",4801,51,Male,Permanent Migrant,12,4.09,Secondary,07-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,08-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,09-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,10-08-2025
1,MEGHALAYA,Blacksmith,3752,51,Male,Permanent Migrant,2,3.77,Secondary,11-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,12-08-2025
1,MEGHALAYA,Sweeping/cleaning workers,2591,51,Male,Permanent Migrant,15,2.96,Secondary,13-08-2025
1,MEGHALAYA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4079,51,Male,Permanent Migrant,4,3.07,Major,14-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,15-08-2025
1,MEGHALAYA,Plumber,4636,51,Male,Permanent Migrant,15,4.29,Secondary,16-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,17-08-2025
1,MEGHALAYA,Mason,4095,51,Male,Permanent Migrant,6,2.64,Secondary,18-08-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,2705,51,Male,Permanent Migrant,15,4.62,Secondary,19-08-2025
1,MEGHALAYA,Loggers and wood cutters,2566,51,Male,Permanent Migrant,13,3,Secondary,20-08-2025
1,MEGHALAYA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2301,51,Male,Permanent Migrant,6,2.93,Major,21-08-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,3258,51,Male,Permanent Migrant,10,3.12,Secondary,22-08-2025
1,MEGHALAYA,Weavers,3224,51,Male,Permanent Migrant,6,3.63,Secondary,23-08-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,1856,51,Male,Permanent Migrant,15,4.53,Secondary,24-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,25-08-2025
1,MEGHALAYA,Electrician,2617,51,Male,Permanent Migrant,4,3.28,Secondary,26-08-2025
1,MEGHALAYA,Harvesting/Winnowing/Threshing workers,4420,51,Male,Permanent Migrant,15,4.53,Secondary,27-08-2025
1,MEGHALAYA,Weavers,2808,51,Male,Permanent Migrant,6,3.63,Secondary,28-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,29-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,30-08-2025
1,MEGHALAYA,No Job,0,51,Male,Permanent Migrant,0,0,No Job,31-08-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,2135,29,Male,Temporary Migrant,15,4.62,Secondary,01-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,02-06-2025
2,TELANGANA,Weavers,3601,29,Male,Temporary Migrant,6,3.63,Secondary,03-06-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,4408,29,Male,Temporary Migrant,15,4.53,Secondary,04-06-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,3698,29,Male,Temporary Migrant,15,4.91,Secondary,05-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,06-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,07-06-2025
2,TELANGANA,Mason,2619,29,Male,Temporary Migrant,3,2.83,Secondary,08-06-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,2530,29,Male,Temporary Migrant,15,4.78,Secondary,09-06-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,2924,29,Male,Temporary Migrant,10,3.12,Secondary,10-06-2025
2,TELANGANA,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",4649,29,Male,Temporary Migrant,12,4.09,Secondary,11-06-2025
2,TELANGANA,Plumber,1693,29,Male,Temporary Migrant,15,4.29,Secondary,12-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,13-06-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2460,29,Male,Temporary Migrant,4,3.07,Major,14-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,15-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,16-06-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4150,29,Male,Temporary Migrant,6,2.93,Major,17-06-2025
2,TELANGANA,Blacksmith,3398,29,Male,Temporary Migrant,2,3.77,Secondary,18-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,19-06-2025
2,TELANGANA,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",3896,29,Male,Temporary Migrant,12,4.09,Secondary,20-06-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,4004,29,Male,Temporary Migrant,15,4.78,Secondary,21-06-2025
2,TELANGANA,Handicraft workers,3263,29,Male,Temporary Migrant,15,2.86,Secondary,22-06-2025
2,TELANGANA,Sweeping/cleaning workers,4125,29,Male,Temporary Migrant,15,2.96,Secondary,23-06-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,4213,29,Male,Temporary Migrant,15,4.62,Secondary,24-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,25-06-2025
2,TELANGANA,Loggers and wood cutters,4410,29,Male,Temporary Migrant,13,3,Secondary,26-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,27-06-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,28-06-2025
2,TELANGANA,Blacksmith,2972,29,Male,Temporary Migrant,2,3.77,Secondary,29-06-2025
2,TELANGANA,Fishermen-coastal/deep-sea,2048,29,Male,Temporary Migrant,4,2.57,Secondary,30-06-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2093,29,Male,Temporary Migrant,4,3.07,Major,01-07-2025
2,TELANGANA,Mason,4580,29,Male,Temporary Migrant,6,2.64,Secondary,02-07-2025
2,TELANGANA,Mason,4108,29,Male,Temporary Migrant,15,4.1,Secondary,03-07-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,4442,29,Male,Temporary Migrant,15,4.91,Secondary,04-07-2025
2,TELANGANA,Construction Site Supervisor,4386,29,Male,Temporary Migrant,15,4.07,Secondary,05-07-2025
2,TELANGANA,Mason,3994,29,Male,Temporary Migrant,6,2.64,Secondary,06-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,07-07-2025
2,TELANGANA,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",2898,29,Male,Temporary Migrant,12,4.09,Secondary,08-07-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",1550,29,Male,Temporary Migrant,6,2.93,Major,09-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,10-07-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,1173,29,Male,Temporary Migrant,15,4.62,Secondary,11-07-2025
2,TELANGANA,Mason,4010,29,Male,Temporary Migrant,15,4.29,Secondary,12-07-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,1635,29,Male,Temporary Migrant,15,4.62,Secondary,13-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,14-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,15-07-2025
2,TELANGANA,Blacksmith,3536,29,Male,Temporary Migrant,2,3.77,Secondary,16-07-2025
2,TELANGANA,Mason,2772,29,Male,Temporary Migrant,6,2.64,Secondary,17-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,18-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,19-07-2025
2,TELANGANA,Fishermen-coastal/deep-sea,1642,29,Male,Temporary Migrant,4,2.57,Secondary,20-07-2025
2,TELANGANA,Weavers,2762,29,Male,Temporary Migrant,6,3.63,Secondary,21-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,22-07-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,1958,29,Male,Temporary Migrant,10,3.12,Secondary,23-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,24-07-2025
2,TELANGANA,Mason,1525,29,Male,Temporary Migrant,15,4.29,Secondary,25-07-2025
2,TELANGANA,Mason,3836,29,Male,Temporary Migrant,15,4.29,Secondary,26-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,27-07-2025
2,TELANGANA,Handicraft workers,2633,29,Male,Temporary Migrant,8,2.86,Secondary,28-07-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,29-07-2025
2,TELANGANA,Mason,4062,29,Male,Temporary Migrant,15,4.1,Secondary,30-07-2025
2,TELANGANA,Blacksmith,1842,29,Male,Temporary Migrant,2,3.77,Secondary,31-07-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4658,29,Male,Temporary Migrant,6,2.93,Major,01-08-2025
2,TELANGANA,Construction Site Supervisor,2359,29,Male,Temporary Migrant,15,4.02,Secondary,02-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,03-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,04-08-2025
2,TELANGANA,Handicraft workers,2230,29,Male,Temporary Migrant,8,2.86,Secondary,05-08-2025
2,TELANGANA,Handicraft workers,3999,29,Male,Temporary Migrant,9,3.63,Secondary,06-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,07-08-2025
2,TELANGANA,Sweeping/cleaning workers,4344,29,Male,Temporary Migrant,15,2.96,Secondary,08-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,09-08-2025
2,TELANGANA,Electrician,4665,29,Male,Temporary Migrant,4,3.28,Secondary,10-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,11-08-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,2853,29,Male,Temporary Migrant,10,3.12,Secondary,12-08-2025
2,TELANGANA,Fishermen-coastal/deep-sea,3279,29,Male,Temporary Migrant,4,2.57,Secondary,13-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,14-08-2025
2,TELANGANA,Fishermen-coastal/deep-sea,3188,29,Male,Temporary Migrant,2,3.64,Secondary,15-08-2025
2,TELANGANA,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",1105,29,Male,Temporary Migrant,12,4.09,Secondary,16-08-2025
2,TELANGANA,Mason,3896,29,Male,Temporary Migrant,6,2.64,Secondary,17-08-2025
2,TELANGANA,Mason,3255,29,Male,Temporary Migrant,3,2.83,Secondary,18-08-2025
2,TELANGANA,Harvesting/Winnowing/Threshing workers,3892,29,Male,Temporary Migrant,15,4.53,Secondary,19-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,20-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,21-08-2025
2,TELANGANA,Mason,1150,29,Male,Temporary Migrant,3,2.83,Secondary,22-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,23-08-2025
2,TELANGANA,Handicraft workers,1777,29,Male,Temporary Migrant,15,2.86,Secondary,24-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,25-08-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3756,29,Male,Temporary Migrant,4,3.07,Major,26-08-2025
2,TELANGANA,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",3213,29,Male,Temporary Migrant,4,3.07,Major,27-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,28-08-2025
2,TELANGANA,No Job,0,29,Male,Temporary Migrant,0,0,No Job,29-08-2025
2,TELANGANA,Weavers,1993,29,Male,Temporary Migrant,6,3.63,Secondary,30-08-2025
2,TELANGANA,Weavers,3144,29,Male,Temporary Migrant,6,3.63,Secondary,31-08-2025
3,NAGALAND,Mason,2535,22,Male,Permanent Migrant,9,3.6,Secondary,01-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,02-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,03-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,04-06-2025
3,NAGALAND,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4424,22,Male,Permanent Migrant,4,3.07,Major,05-06-2025
3,NAGALAND,Mason,3434,22,Male,Permanent Migrant,3,2.83,Secondary,06-06-2025
3,NAGALAND,Fishermen-coastal/deep-sea,3754,22,Male,Permanent Migrant,2,3.64,Secondary,07-06-2025
3,NAGALAND,Weavers,2731,22,Male,Permanent Migrant,6,3.63,Secondary,08-06-2025
3,NAGALAND,Mason,2254,22,Male,Permanent Migrant,6,2.64,Secondary,09-06-2025
3,NAGALAND,Handicraft workers,4464,22,Male,Permanent Migrant,15,2.86,Secondary,10-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,11-06-2025
3,NAGALAND,Sweeping/cleaning workers,3097,22,Male,Permanent Migrant,15,2.96,Secondary,12-06-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,4125,22,Male,Permanent Migrant,15,4.62,Secondary,13-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,14-06-2025
3,NAGALAND,Plumber,2711,22,Male,Permanent Migrant,15,4.29,Secondary,15-06-2025
3,NAGALAND,Fishermen-coastal/deep-sea,4557,22,Male,Permanent Migrant,4,2.57,Secondary,16-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,17-06-2025
3,NAGALAND,Sweeping/cleaning workers,4777,22,Male,Permanent Migrant,15,2.96,Secondary,18-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,19-06-2025
3,NAGALAND,Sweeping/cleaning workers,4416,22,Male,Permanent Migrant,15,2.96,Secondary,20-06-2025
3,NAGALAND,Fishermen-coastal/deep-sea,1152,22,Male,Permanent Migrant,2,3.64,Secondary,21-06-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,4763,22,Male,Permanent Migrant,10,3.12,Secondary,22-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,23-06-2025
3,NAGALAND,Handicraft workers,1412,22,Male,Permanent Migrant,15,2.86,Secondary,24-06-2025
3,NAGALAND,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",2654,22,Male,Permanent Migrant,6,2.93,Major,25-06-2025
3,NAGALAND,Loggers and wood cutters,1271,22,Male,Permanent Migrant,13,3,Secondary,26-06-2025
3,NAGALAND,Loggers and wood cutters,4448,22,Male,Permanent Migrant,13,3,Secondary,27-06-2025
3,NAGALAND,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",1251,22,Male,Permanent Migrant,12,4.09,Secondary,28-06-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,29-06-2025
3,NAGALAND,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4698,22,Male,Permanent Migrant,6,2.93,Major,30-06-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,3059,22,Male,Permanent Migrant,15,4.53,Secondary,01-07-2025
3,NAGALAND,Sweeping/cleaning workers,2578,22,Male,Permanent Migrant,15,2.96,Secondary,02-07-2025
3,NAGALAND,Mason,2095,22,Male,Permanent Migrant,3,2.83,Secondary,03-07-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,4057,22,Male,Permanent Migrant,15,4.91,Secondary,04-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,05-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,06-07-2025
3,NAGALAND,Handicraft workers,4497,22,Male,Permanent Migrant,15,2.86,Secondary,07-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,08-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,09-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,10-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,11-07-2025
3,NAGALAND,Construction Site Supervisor,3537,22,Male,Permanent Migrant,15,4.02,Secondary,12-07-2025
3,NAGALAND,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",1968,22,Male,Permanent Migrant,12,4.09,Secondary,13-07-2025
3,NAGALAND,Fishermen-coastal/deep-sea,4478,22,Male,Permanent Migrant,4,2.57,Secondary,14-07-2025
3,NAGALAND,Mason,3570,22,Male,Permanent Migrant,6,2.64,Secondary,15-07-2025
3,NAGALAND,Handicraft workers,1878,22,Male,Permanent Migrant,9,3.63,Secondary,16-07-2025
3,NAGALAND,Mason,4810,22,Male,Permanent Migrant,15,4.1,Secondary,17-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,18-07-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,2034,22,Male,Permanent Migrant,15,4.91,Secondary,19-07-2025
3,NAGALAND,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)",4838,22,Male,Permanent Migrant,12,4.09,Secondary,20-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,21-07-2025
3,NAGALAND,Mason,3770,22,Male,Permanent Migrant,15,4.1,Secondary,22-07-2025
3,NAGALAND,Mason,4031,22,Male,Permanent Migrant,15,4.1,Secondary,23-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,24-07-2025
3,NAGALAND,Harvesting/Winnowing/Threshing workers,3249,22,Male,Permanent Migrant,15,4.91,Secondary,25-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,26-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,27-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,28-07-2025
3,NAGALAND,Mason,1010,22,Male,Permanent Migrant,6,2.64,Secondary,29-07-2025
3,NAGALAND,Mason,2814,22,Male,Permanent Migrant,15,4.1,Secondary,30-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,31-07-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,01-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,02-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,03-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,04-08-2025
3,NAGALAND,Handicraft workers,2473,22,Male,Permanent Migrant,9,3.63,Secondary,05-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,06-08-2025
3,NAGALAND,Loggers and wood cutters,1366,22,Male,Permanent Migrant,13,3,Secondary,07-08-2025
3,NAGALAND,Loggers and wood cutters,4095,22,Male,Permanent Migrant,12,3.99,Secondary,08-08-2025
3,NAGALAND,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)",4887,22,Male,Permanent Migrant,6,2.93,Major,09-08-2025
3,NAGALAND,Construction Site Supervisor,4064,22,Male,Permanent Migrant,15,4.07,Secondary,10-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,11-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,12-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,13-08-2025
3,NAGALAND,No Job,0,22,Male,Permanent Migrant,0,0,No Job,14-08-2025
3,NAGALAND,Mason,3246,22,Male,Permanent Migrant,15,4.1,Secondary,15-08-2025
3,NAGALAND,Weavers,2586,22,Male,Permanent Migrant,6,3.63,Secondary,16-08-2025
